상품등록일시,품번,상품명,상품이미지,레이블,카테고리,기장,스타일,성별,패턴,시즌,핏,색상,소재,넥라인,가격,상품정보
1625678966.0,459,21ss nylon camp cap grey,459.png,모자,['캠프캡'],[],['나긋'],혼성,['솔리드'],['초겨울'],[],['그레이'],['Polyester'],[],19000,"무지로 심플한게 포인트인 캠프캡입니다.
사이즈가 넉넉하여 편안히 착용이 가능합니다."
1625678966.0,460,Sport Camp Cap Type.3 -D.Teal-,460.png,모자,['캠프캡'],[],['밀리터리'],혼성,['솔리드'],['여름'],[],['스카이블루'],[],[],50000,나일론 메탈 원단으로 광이나면서 심플한 캠프캡입니다. 어느룩에나 무난히 착용이 가능합니다.
1625678966.0,461,심볼 3M 캠프캡 평챙 뉴욕 양키스,461.png,모자,['캠프캡'],[],['고급'],혼성,['솔리드'],['가을'],[],['그레이'],"['Cotton', 'Polyester']",[],68000,통기성이 높고 빛과 플래시에 반응하는 리플렉티브 소재로 만들어진 5패널의 캠프캡입니다.
1625678966.0,462,캠프캡_네이비,462.png,모자,['캠프캡'],[],['걸리시'],혼성,['솔리드'],['봄'],[],['네이비'],['Cotton'],[],17000,"5개의 패널로 구분된 것이 특징으로, 캐주얼하고 스포티한 느낌을 주는 캠프캡입니다."
1625678966.0,463,이베츠 매거진 캠프캡 배색,463.png,모자,['캠프캡'],[],['빈티지'],여성,['배색'],['늦가을'],[],['배색'],['Cotton'],[],59000,"전면부 이벳필드의 아치로고와 라이프의 상징인 
박스로고를 직자수로 표현하였습니다.
몸판 비비드한 컬러의 배색으로
데일리룩에 포인트로 착용하기 좋은 아이템입니다."
1627269171.0,464,블랭크 캠프캡 그린그레이 STAC3391,464.png,모자,['캠프캡'],[],['캐주얼'],혼성,['솔리드'],['가을'],[],['아이보리'],[],[],23000,나일론 원단을 사용하여 가볍고 시원해 쾌적하게 착용 가능한 캠프캡입니다. 견고한 봉제와 베이직한 디자인으로 어떤 스타일에도 매치가 가능한 실용적인 아이템입니다.
1627269171.0,465,Curved Camp Cap-Pink,465.png,모자,['캠프캡'],[],['미니미니'],혼성,['솔리드'],['늦가을'],[],['핑크'],[],[],31000,5패널 형태의 커브캡을 적용하여 대부분의 얼굴형 맞도록 디자인 한 캠프캡입니다. 견고한 조직의 코튼 트윌 원단을 사며 고무라벨이 부착 되어 있습니다.
1625678966.0,466,캠프캡 002 Navy,466.png,모자,['캠프캡'],[],['소녀스러운'],남성,"['솔리드', '솔리드 ']",['가을'],[],['네이비'],[],[],69000,시야에 들어오는 챙 안쪽은 피로를 줄이는 녹색 안감을 썻습니다.
1625678966.0,467,City Vibe Ball Cap Black,467.png,모자,[],[],['프레피'],남성,['솔리드'],['한여름'],[],['블랙'],['Cotton'],[],63000,"면트윌 원단으로 제작 되었으며, 자수 와펜으로 포인트를 준 볼캡입니다."
1627269171.0,468, POINT STITCH 6 PANEL CAP DENIM WASHED,468.png,모자,['캠프캡'],[],['고급'],여성,['솔리드'],['늦가을'],[],['연청'],['Cotton'],[],17000,"정면에 로고를 와펜자수로 포인트를 주었고, 라이트 블루의 데님 소재를 사용한것이 특징입니다."
1625678966.0,469, NYCO CAMP CAP _ DARK GRAY,469.png,모자,['캠프캡'],[],['소녀스러운'],남성,['솔리드'],['겨울'],[],['차콜'],['Cotton'],[],69000,"독특한 색감과 텍스쳐감의 CN원단으로 제작된 캠프캡입니다.
오묘한 원단의 느낌에 집중할 수 있도록 깔끔한 실루엣으로 제작되었스며, 여유있고 깊은 피팅감과 후면에 스틀이으로 조절하는 디테일이 특징인 제품입니다. 빛에 따라 달라지는 색감을 가진 원단으로 유니크한 느낌을 가지고 있으며, 저 채도 중심의 컬러웨이로 다양한 착장에 함께 어우러지기 좋은 제품입니다."
1625678966.0,470,DSN-Logo Camp Cap Black,470.png,모자,['캠프캡'],[],['네추럴'],혼성,['솔리드'],['가을'],[],['블랙'],['Cotton'],[],37000,베이직하게 착용할수 있는 캠프캡입니다
1625678966.0,471,GOOD BOY EDITION 캠프캡,471.png,모자,['캠프캡'],[],['데일리'],남성,['솔리드'],['가을'],[],['아이보리'],['TASLAN'],[],72000,"르꼬끄와 노보 아티스트가 만나 탄생한 굿보이 에디션은 자연속 캠핑 하는 보이스카우트에서 받은 영감으로, 자연적인 컬러감과 와펜, 깃발 등의 포인트를 적용한 협업 컬렉션입니다."
1625678966.0,472, Y.E.S Sportsman Cap Orange,472.png,모자,['캠프캡'],[],['나긋'],여성,"['배색', '원단 배색']",['겨울'],[],['오렌지'],['Polyester'],[],24000,"메쉬원단이 결합된 5패널의 캠프캡입니다
통기성이 좋아 시원하며, 오렌지색의 포인트로 쓸수있는 캠프캡입니다."
1625678966.0,473,라이프 캠프캡_그레이 메쉬,473.png,모자,['캠프캡'],[],['유니크'],혼성,"['배색', '원단 배색']",['초겨울'],[],['그레이'],['Cotton'],[],29000,발수 처리된 면 70% 나일론 30% 소재를 사용하여 제작된 5패널의 모자입니다.
1625678966.0,474,FEARLESS GRAPHIC CAP - BLACK,474.png,모자,['캠프캡'],[],['클래식'],남성,['솔리드'],['늦가을'],[],['블랙'],[],[],13000,나일론 원단을 사용한 5패널의 캠프캡입니다. 
1625678966.0,475,마더그라운드 캠프캡 100 Khaki,475.png,모자,['캠프캡'],[],['센슈얼'],남성,['솔리드'],['여름'],[],['민트'],[],[],25000,"정면에 들어가는 부직포 자수가 포인트입니다.
산뜻한 민트컬러로 봄여름에 제격입니다."
1625678966.0,476,CV CAMP / NC RIP / G BEIGE,476.png,모자,['캠프캡'],[],['미니미니'],여성,['솔리드'],['봄'],[],['아이보리'],['Polyester'],[],25000,"5패널의 캡프캡이며, 고밀도 능직 웨빙 스트랩의 반대편은 탄력 밴드를 사용하여 편안한 착용감을 가졌습니다."
1627269171.0,477,Washed Nylon Camp Cap Beige/Brown,477.png,모자,['캠프캡'],[],['사파리'],남성,['배색'],['가을'],[],['카키'],[],[],61000,"자연스러운 구김이 특징인 캠프캡 입니다.
동양인의 두상에 적당한 균형감
자연스러운 구김을 가진 매트한 나일론 소재 
베이직한 로고가 포인트"
1627269171.0,478,캠프캡 블랙 (UM223CCP42) ,478.png,모자,['캠프캡'],[],['네추럴'],남성,['솔리드'],['겨울'],[],['블랙'],[],[],58000,"엄브로 워딩 로고가 포인트인 캠프캡입니다.
클래식핏의 57사이즈와 높은 고의 59사이즈 두가지로 구성되어 알맞은 사이즈 착용이 가능합니다.

스카치, 립소재를 사용하여 경량성이 우수하며 여름철 가볍게 착용이 가능합니다."
1625678966.0,479,나일론 캠프 캡 샌드,479.png,모자,['캠프캡'],[],['클래식'],혼성,['솔리드'],['봄'],[],['그레이'],[],[],13000,항공자켓에 주로 적용되는 나일론 트윌을 사용했습니다. 세탁 후 수축현상이 없고 가볍고 유연하며 자연스러운 주름이 생기는 것이 특징입니다. 머리둘레 59cm의 모델이 60호 사이즈를 적당하게 착용하였습니다.
1627269171.0,480,캠퍼 데일리 코튼 스냅백[그린],480.png,모자,['캠프캡'],[],['하늘하늘'],남성,['솔리드'],['늦가을'],[],['그린'],[],[],9000,앞면에 사이로고 자수가 특징입니다. 뒷패널에도 자수로 포인트를 주었습니다. 뒷면에는 사이즈 조절이 가능한 버클을 넣었습니다.
1627269171.0,481,MESH HIKING CAP(GRAY)_CTTOUHW04UC0,481.png,모자,['캠프캡'],[],['센슈얼'],남성,['배색'],['사계절'],[],[],['Polyester'],[],50000,"소프트한 터치감의 폴리 소재를 적용하여 내구성이 우수하며, 가벼운 소재로 오랜 시간 착용에도 변형없이 편안하고 쾌적한 착용감을 제공합니다."
1627269171.0,482,캠프캡 WHACB2521A,482.png,모자,['캠프캡'],[],['여성스러운'],혼성,"['배색', '원단 배색']",['초겨울'],[],[],[],[],10000,전면 고무라벨과 측면의 특수 실리콘 나염이 포인트이며 배색을 통한 Beef and Chips의 플레이팅을 표현한 베지터블테이블 만의 편안한 패턴의 캠프캡 입니다.
1625678966.0,483,남자 토트백 노트북 가방,483.png,가방,['브리프케이스'],[],['여성스러운'],남성,['솔리드'],['초겨울'],[],['블랙'],"['PVC', '합성피혁', 'PVC', '합성']",[],45000,진짜 가죽과 견주어도 손색없는 고급 합성피혁으로 무독성 POLYVINYL CHLORIDE와 SUEDE를 합쳐 제작되었습니다. 코팅 마감으로 높은 내구성과 생활방수가 가능합니다.
1625678966.0,484,WORKING STATION LAPTOP POUCH,484.png,가방,['브리프케이스'],[],['하늘하늘'],여성,['배색'],['늦가을'],[],"['베이지', '블랙']",['나일론'],[],10000,"칸막이가 탑재된 노트북 케이스로, 디자인과 기능성의 밸런스가 돋보이는 제품입니다. 특히 세밀한 작업 및 야외 작업을 요하는 포토그래퍼, 디자이너, 편집자들에게 유용한 아이템으로 모니터에 반사되는 빛을 차단하고 시선이 차단되어 집중력이 필요한 작업을 하기에 좋습니다."
1627269171.0,485,BLACK LABEL 3 WAY BRIEFCASE,485.png,가방,['브리프케이스'],[],['프레피'],남성,['배색'],['겨울'],[],"['그레이', '차콜그레이']",['나일론'],[],12000,어깨끈에 에어 메쉬를 사용하여 장시간 착용시 통기성을 확보하고 피로감이 덜하도록 설계되었습니다. 
1625678966.0,486,브리프케이스 LO-0916-BK,486.png,가방,['브리프케이스'],[],['드레시'],남성,['솔리드'],['늦가을'],[],['블랙'],"['가죽', '폴리', '폴리에스터', '소가죽', 'Polyester']",[],48000,"왁스 캔버스와 콜라보된 LO-0915 제품의 패밀리룩 제품으로 전면부 두개의 메탈 버클이 매력적인 포인트 입니다.
포멀한 느낌과 캐주얼한 느낌으로 양쪽 모두 사용이 가능한 서류가방입니다."
1625678966.0,378,CITY BOYS BRIEFCASE 002 Sand,378.png,가방,['브리프케이스'],[],['밀리터리'],여성,['솔리드'],['사계절'],[],['베이지'],['나일론'],[],34000,"가볍고, 기능적이며 유니크한 디자인이 조화로운 가방.
노트북 공간, 텀블러 고정 밴드 등의 실용성을 강조"
1627269171.0,488,BRILLO2 BRIEFCASE_GREY AK908002,488.png,가방,['브리프케이스'],[],['여성스러운'],남성,['배색'],['늦가을'],[],"['네이비', '브라운']","['캔버스', 'PU', 'PU ']",[],31000,"미니멀한 디자인의 톤온톤 컬러 콤비와 레더 믹스로 캐주얼과 비즈니스에 모두 매치 가능한 스타일. 심플한 스퀘어 형태로 도시적인 느낌을 좀 더 강조하였으며, 깊고 넉넉한 내부는 적절한 수납공간으로 활용하도록 최적화된 서류가방"
1627269171.0,489,천연소가죽 남성 서류가방 T11113,489.png,가방,['브리프케이스'],[],['나긋'],혼성,['솔리드'],['여름'],[],['블랙'],"['가죽', '소가죽']",[],46000,"탄틴 서류가방은 들고만 있어도 고급스러움이 묻어 나는 천연 소가죽 서류가방으로 명품 브랜드에서 사용 하는 사피아노 패턴을 사용해 외부 스크래치에 강하며 오염, 찢어짐, 모양 변형이 없어 오래 사용할 수 있습니다."
1627269171.0,490,랑 [SPAO X 맥포스] 그리핀 3WAY 오피스 백,490.png,가방,['브리프케이스'],[],['캐주얼'],남성,['솔리드'],['겨울'],[],['블랙'],"['폴리', '폴리에스터']",[],32000,"입증된 제품력과 합리적인 가격의 가방입니다.
용량은 넓고 착용감은 좋은 디자인이 착안되었습니다."
1627269171.0,491,Compass Brief 13 w/Flight Nylon INCO300517-BLK (Black),491.png,가방,['브리프케이스'],[],['소녀스러운'],여성,['솔리드'],['한여름'],[],['블랙'],['나일론'],[],58000,콤파스 컬렉션은 많은것을 덜었지만 충분 합니다. 심플하면서도 눈에띄는 콤파스 컬렉션은 복잡한 도시에서 당신의 발걸음을 더욱 가볍게 해줄 것입니다.
1625678966.0,492, 남자 서류가방 LO-0915-BG,492.png,가방,['브리프케이스'],[],['데일리'],여성,['배색'],['여름'],[],"['베이지', '브라운']","['가죽', '소가죽']",[],39000,"전체가 소가죽 재질인 LO-0916 제품의 패밀리룩 제품으로 전면부 두개의 메탈 버클이 매력적인 포인트 입니다.
포멀한 느낌과 캐주얼한 느낌 양쪽 모두 사용이 가능한 상품입니다."
1627269171.0,493,브리프케이스 LO-0509 DBR,493.png,가방,['브리프케이스'],[],['데일리'],남성,['솔리드'],['가을'],[],['딥브라운'],"['가죽', '소가죽']",[],17000,"클래식한 느낌의 정통 브리프케이스입니다.
수납성을 강조한 브리프케이스 본연의 목적에 집중한 상품입니다."
1627269171.0,494,Think about 13형 소프트 노트북파우치,494.png,가방,['브리프케이스'],[],['고급'],혼성,['솔리드'],['가을'],[],['블랙'],"['합성피혁', '합성']",[],49000,"소프트한 소재에 심플한 디자인, 내부에는 도톰한 완충제가 들어가 있어 노트북을 외부충격으로부터 보호해줍니다."
1625678966.0,495,남성 그레이 시티 빈 슬림 서류가방,495.png,가방,['브리프케이스'],[],['센슈얼'],남성,['솔리드'],['겨울'],[],['그레이'],"['가죽', '소가죽']",[],17000,"빈폴액세서리의 시티 빈 슬림 서류가방입니다.
모던한 스퀘어 쉐입에 유니크한 디자인과 가죽 스트랩으로 차별화를 준 슬림 서류가방입니다.
슬림하고 장식을 최소화한 제품으로 상대적으로 가볍게 사용할 수 있는 특징이 있는 아이템입니다."
1625678966.0,496,IT BRIEF BAG 2 ZIP,496.png,가방,['브리프케이스'],[],['사파리'],혼성,['솔리드'],['가을'],[],['네이비'],"['합성피혁', '합성']",[],78000,안정감 있는 그립감의 손잡이와 고급스러운 외부 텍스쳐와 컬러를 강조합니다. 내부 누빔보강으로 IT 기기 수납 또한 용이 합니다.
1627269171.0,497,투미 슬림 디럭스 포트폴리오 브리프케이스,497.png,가방,['브리프케이스'],[],['여리여리'],혼성,['솔리드'],['겨울'],[],['블랙'],['나일론'],[],57000,
1625678966.0,498,레더 포켓 브리프케이스,498.png,가방,['브리프케이스'],[],['밀리터리'],여성,['배색'],['봄'],[],"['베이지', '브라운']","['가죽', '캔버스', '소가죽', '천연소가죽', '왁스캔버스']",[],13000,"가죽을 잘 다루는 공방 헤비츠의 새로운 브랜드 '굿나잇 익스프레스 굿즈 컴퍼니' 입니다.
다양한 종류의 캔버스를 활용한 패션/생활 잡화를 제안합니다.

매일 들어도 멋진 가방, 데일리 브리프케이스입니다.
옷차림에 구애받지 않고 편안한 스타일링이 가능한 토트와 크로스(숄더) 모두 가능한 3way 가방입니다.
도시적이면서도 튀지 않고 무난한 컬러로 데일리백으로 활용하기에 좋습니다."
1627269171.0,499,멀티 캐쥬얼 블랙 브리프케이스,499.png,가방,['브리프케이스'],[],['고급'],여성,['솔리드'],['늦가을'],[],['블랙'],['나일론'],[],10000,적당한 두께감에 스탠다드한 핏감이 있는 디자인입니다.
1627269171.0,500,템즈 플랩 브리프케이스,500.png,가방,['브리프케이스'],[],['센슈얼'],남성,['솔리드'],['봄'],[],['블랙'],"['가죽', '소가죽']",[],47000,"템즈 플랩 브리프케이스 상단 부분 플랩 덮개를 적용한 견고한 브리프케이스입니다. 노트북이나 서류를 넣고 빼기 쉬우며, 탈부착형 어깨끈으로 다양한 연출이 가능합니다."
1625678966.0,501, Vintage Brief Bag Super Oxford_Black [서류가방],501.png,가방,['브리프케이스'],[],['캐주얼'],여성,['배색'],['늦가을'],[],"['블랙', '브라운']","['가죽', '코튼', '퍼', '소가죽', '옥스퍼드 코튼']",[],74000,"두꺼운 슈퍼 옥스포드 원단과 질 좋고 두꺼운 이태리 천연가죽을 사용한 서류가방으로 가격대비 최고의 디자인과 품질, 튼튼한 내구성을 자랑합니다. 오래써도 원단이 쉽게 해지지 않으며 두꺼운 천연가죽은 사용하는 세월이 흐를수록 멋이 더 깊어집니다."
1627269171.0,502, 베이직 와이드 비건 브리프백,502.png,가방,['브리프케이스'],[],['네추럴'],남성,['솔리드'],['늦가을'],[],['블랙'],['타이벡'],[],76000,"엄선된 워싱 타이벡 원단을 사용하고, 가공 시 엄격한 기준으로 수 번의 검수 과정을 거쳐 가장 자연스러운 색과 질감을 담았습니다. 타이벡 특유의 색감은 톡특하지만 자연스럽게 주변에 녹아듭니다."
1627269171.0,503,남성 블랙 데일리 빈 서류가방,503.png,가방,['브리프케이스'],[],['고급'],남성,['솔리드'],['초겨울'],[],['블랙'],"['가죽', '합성가죽', '합성']",[],22000,빈폴액세서리의 브라운 빈 서류가방입니다.빈폴의 헤리티지를 표현한 클래식 라인의 서류가방입니다.모던하고 포멀한 무드가 멋스러우며 견고하고 볼륨감있는 핸들로 포인트를 준 제품입니다.댄디한 룩에 손쉽게 코디하기 좋아 꾸준히 사랑받고 있는 클래식한 디자인의 아이템입니다.
1625678966.0,504,어드번스14 EKB407NCH14 14.1인치,504.png,가방,['브리프케이스'],[],['데일리'],여성,['배색'],['봄'],[],['차콜그레이'],['발리스틱'],[],58000,"가방 전면에 위치한 포켓으로 잡지 또는 신문, 핸드폰 등을 수납 가능하도록 제작"
1643931576.0,505,남자 브리프케이스,505.png,가방,['브리프케이스'],[],['사파리'],혼성,['솔리드'],['봄'],[],['브라운'],"['가죽', '소가죽', '천연소가죽']",[],30000,클래식한 느낌의 정통 브리프케이스입니다. 수납에 신경을 써서 서류를 넣는다는 브리프케이스 본연의 목적에 집중했습니다.
1625678966.0,506,Commute 커뮤트 13 EKF808S13 13.3인치,506.png,가방,['브리프케이스'],[],['네추럴'],여성,['솔리드'],['여름'],[],['블랙'],['발리스틱'],[],60000,스타일 및 기능을 고루 갖춘 출퇴근에 최적화된 노트북 가방 SLEEVE
1627269171.0,499,멀티 캐쥬얼 블랙 브리프케이스,499.png,가방,['브리프케이스'],[],['여성스러운'],혼성,['솔리드'],['늦가을'],[],['블랙'],['나일론'],[],31000,
1625678966.0,508, Square 3 Way Brief Bag,508.png,가방,['브리프케이스'],[],['빈티지'],남성,['솔리드'],['늦가을'],[],['블랙'],"['캔버스', '코튼', '코튼 캔버스']",[],34000,캔버스 원단으로 제작되어 방수기능과 함께 높은 내구성을 자랑하며 묵직하고 고급스러운 느낌을 제공합니다.
1625678966.0,380, 모비디 랩탑 파우치 13인치 시리즈 ,380.png,가방,['브리프케이스'],[],['드레시'],여성,['배색'],['간절기'],[],['베이지'],"['폴리', '폴리에스터']",[],58000,헤링본 모비디 라인의 렙탑 파우치입니다. 단독 사용이 가능한 어깨끈이 포함되어있고 부드러운 웨빙핸들은 이동시 간편합니다.
1625678966.0,510,BRIEFCASE,510.png,가방,['브리프케이스'],[],['페미닌'],혼성,['배색'],['간절기'],[],['블랙'],['나일론'],[],43000,"가방에 쓰인 원단과 안감은 모두 생활 방수 기능이 있어 외부의 여엄 물질이나 빗물로부터 내부를 보호합니다.
노트북 수납 공간은 앞,뒤로 토이론을 넣어 외부의 충격으로부터 노트북을 안전하게 지켜줍니다."
1625678966.0,511, 가죽 크로스백,511.png,가방,['브리프케이스'],[],['여리여리'],혼성,['솔리드'],['겨울'],[],['브라운'],"['가죽', '소가죽']",[],36000,"포멀한 느낌과 캐주얼한 느낌 양쪽 모두 사용이 가능하며
별도의 카메라 파우치(별매)를 이용하면 카메라 가방으로
사용도 가능한 다재다능한 크로스백 입니다."
1625678966.0,512, am case (grey),512.png,가방,['브리프케이스'],[],['여리여리'],남성,['솔리드'],['초겨울'],[],['그레이'],['나일론'],[],9000,파우치보다는 가방의 형태에 가깝게 출시되었기 때문에 노트북의 크기에 상관없이 사용할 수 있습니다. 16인치 노트북까지 무리 없이 수납이 가능합니다. 또한 아이패드와 애플 펜슬을 수납할 수 있는 수납공간도 마련되어 노트북과 아이패드를 동시에 수납할 수 있습니다.
1627269171.0,513, X 나사 캐리어 R TRUNK 프로 92L Ivory,513.png,가방,['캐리어'],[],['네추럴'],여성,['솔리드'],['가을'],[],['실버'],"['폴리', '폴리카보네이트']",[],34000,여행 중에 겪는 다양한 상황들을 견뎌내는 기능을 담았습니다. 50년 동안 머물러있던 캐리어 손잡이의 변화. 넓게 확장된 핸들에 가방이나 옷을 걸어두기 좋습니다.
1627269171.0,514,NG N6501F 24형 화물용 캐리어,514.png,가방,['캐리어'],[],['나긋'],남성,['솔리드'],['사계절'],[],['티타늄'],['ABS'],[],20000,"도시적이면서도 세련된 메탈릭 컬러, 내셔널 지오그래픽 사각 옐로우 로고 포인트"
1625678966.0,515, 20인치 시티 카고 여행용 캐리어-Asphalt Black,515.png,가방,['캐리어'],[],['드레시'],남성,['솔리드'],['여름'],[],['블랙'],"['폴리', '폴리카보네이트']",[],28000,멋진 경험에 어울리는 여행의 동반자가 될 수 있도록 도시적인 이미지와 실용적인 디테일을 담아 구성하였습니다.
1625678966.0,516, 라이프 클래식 러기지 기내용캐리어 35L,516.png,가방,['캐리어'],[],['소녀스러운'],남성,['솔리드'],['사계절'],[],['블랙'],"['폴리', '폴리카보네이트']",[],25000,"오늘날 우리가 알고 있는 하드 쉘 슈트케이스의 오리지널 디자인을 차용했습니다. 60년대 라이프 매거진에서 흔히 볼 수 있었던 클래식 슈트 케이스 디자인에 라이프 전속 사진가들이 애용했던 카메로의 질감, 금속 프레임 디테일을 추가해 보다 세련되고 견고한 디자인의 러기지가 탄생했습니다."
1627269171.0,517,TBG018 플립 18인치 기내용 프론트포켓 미니 캐리어 여행용 가방,517.png,가방,['캐리어'],[],['네추럴'],여성,['솔리드'],['간절기'],[],['블랙'],"['폴리', '폴리카보네이트']",[],35000,"프론트 포켓, 360도 저소음 듀얼휠, 고급 알루미늄 카트로 제작된 캐리어입니다."
1625678966.0,518, 프라우드 프레임 캐리어 24형,518.png,가방,['캐리어'],[],['빈티지'],혼성,['솔리드'],['사계절'],[],['실버'],"['폴리', '폴리카보네이트']",[],17000,모던한 스트라이프 쉐입과 무채색의 컬러. 편리한 중앙 오픈식 지퍼와 원터치 TSA. 유럽 돌길에도 거침없는 지름 6CM 더블휠. 세월이 지나도 견고한 프레임형
1627269171.0,519, 트레보스 캐리어 708S 스퀘어 여행가방 기내용 수화물용 특대형,519.png,가방,['캐리어'],[],['유니크'],남성,['솔리드'],['사계절'],[],['블랙'],"['ABS', 'PC']",[],48000,클래식한 스트라이프 디자인에 간결하고 우아함이 더해지고 스크래치발생을 최소화하기 위해 표면에 입체감이 있는 엠보가 있는 제품의 외관은 ABS+PC 소재를 사용하여 가벼우면서 탄성이 있으며 매우 견고하여 강한 외부 충격에도 충분히 견딜수 있도록 제작되었습니다.
1625678966.0,520,ICON 아이콘 31인치 화물용 여행용 캐리어 (옐로우) ,520.png,가방,['캐리어'],[],['밀리터리'],혼성,['솔리드'],['늦가을'],[],['옐로우'],"['폴리', '폴리카보네이트']",[],38000,"사이즈 확장을 통해 내부용량을 극대화 하였으며, 100% 폴리카보네이트 재질로 만들어진 탄력 있는 판넬은 내열성과 내충격성을 높여줌으로써 내구성을 한층 더 보장해줍니다."
1627269171.0,521, TR-12418 피프티스 페이즐리 퍼플 28인치,521.png,가방,['캐리어'],[],['미니미니'],여성,['솔리드'],['초겨울'],[],['퍼플'],"['폴리', '폴리카보네이트']",[],73000,"1950년대 복고풍을 연상시키는 라인과 로고, 컬러를 활용하여 디자인한 캐리어"
1625678966.0,522,휠즈앤 컨테이너 PC 캐리어 20인치 24인 28인치 옐로우,522.png,가방,['캐리어'],[],['네추럴'],남성,['솔리드'],['가을'],[],['옐로우'],"['폴리', '폴리카보네이트']",[],53000,기존 심플한 디자인을 스티커 텍스트로 디자인을 돋보이게 해주며 실용성 면에서도 좋습니다.
1625678966.0,523,100% PC소재 캐리어 하프 20형,523.png,가방,['캐리어'],[],['여성스러운'],남성,['솔리드'],['여름'],[],['블랙'],"['폴리', '폴리카보네이트']",[],58000,미세한 엠보싱 표면질감으로 생활 스트레치에 강력합니다. 내구성이 우수한 고품질 폴리카보네이트 소재를 사용하여 제품의 완성도를 높였습니다.
1627269171.0,524, 크루거 20/24/28인치 기내용 중대형 여행용캐리어,524.png,가방,['캐리어'],[],['나긋'],남성,['솔리드'],['봄'],[],['화이트'],"['PC', 'ABC']",[],78000,"심플한 디자인, 모든 기능을 담은 풀 스펙 캐리어에 합리적인 가격이 더해져 당신의 여행이 가벼워집니다."
1627269171.0,525, INV36 쿠퍼 16인치 기내용 여행용캐리어 여행가방,525.png,가방,['캐리어'],[],['유니크'],혼성,['솔리드'],['가을'],[],['화이트'],"['PC', 'ABC']",[],35000,편안한 그립감의 운반 손잡이. 안티스크래치 소재로 여행중 발생할 수 있는 스크래치로 부터 처음 그대로의 모습을 지켜줍니다.
1625678966.0,526, 프루티캐리어 피치캐리온21형,526.png,가방,['캐리어'],[],['나긋'],여성,['솔리드'],['여름'],[],['피치'],[],[],24000,"과일 느낌의 톡톡튀는 컬러감, 짐이 늘어나도 걱정 없는 확장형 지퍼, 최고급 사양의 잠금장치, 특수 코팅 처리로 긁힘과 오염이 적음"
1625678966.0,527, NEW handi (캐리어 20인치 / 39리터),527.png,가방,['캐리어'],[],['드레시'],혼성,['솔리드'],['사계절'],[],['오렌지'],"['폴리', '폴리카보네이트']",[],14000,"주행시 윤활유가 나오는 특허기술, 소음은 작게, 움직임은 부드럽게 제작되었습니다."
1625678966.0,528,츄잉 PPSTRAW 캐리어 28형,528.png,가방,['캐리어'],[],['캐주얼'],혼성,['솔리드'],['여름'],[],['그레이'],"['폴리', '폴리카보네이트']",[],13000,"츄잉 캐리어 바디에는 앞뒷면에 15개의 벌룬이 있다. 꿈을 담는 공간, 정복의 월드 맵이 될 수 있어요. 스티커를 붙이거나, 그림을 그려 넣을 수도 있죠."
1627269171.0,529, 보야 PP12 여행용 캐리어 PP 기내용 22인치,529.png,가방,['캐리어'],[],['네추럴'],혼성,['솔리드'],['겨울'],[],['엘로우'],"['폴리', '폴리프로필렌']",[],61000,"고유 시리얼 넘버, 고강도 소재, TSA 자물쇠, 소음 방지 히노모토 휠을 사용하여 제작하였습니다."
1625678966.0,530,롤리팝 프라임 20인치 기내용 여행용캐리어 여행가방 케리어,530.png,가방,['캐리어'],[],['데일리'],혼성,['솔리드'],['간절기'],[],['실버'],"['PC', 'ABC']",[],43000,업그레이드 롤리팝 프라임 감각적인 웨이브 디자인. 선이 살아있는 프리미엄 캐리어
1625678966.0,531,고비욘드 캐리어 17+28형 에보니블랙_(전자저울) 스마트 세트,531.png,가방,['캐리어'],[],['여성스러운'],남성,['솔리드'],['가을'],[],['블랙'],"['폴리', '폴리카보네이트']",[],18000,앞면 폭을 좁혀 쉐입이 날씬해지니 28형 대형 사이즈도 날렵한 이동이 가능해졌습니다.
1627269171.0,532, CURIO 캐리어 여행가방 69/25 BLACK AO809002,532.png,가방,['캐리어'],[],['페미닌'],남성,['솔리드'],['한여름'],[],['블랙'],"['폴리', '폴리카보네이트']",[],54000,그립감이 좋고 사용자의 체형에 맞게 조절 할 수 있으며 손잡이 부분에 아메리칸투어리스터 로고와 WAVE패턴의 외부 디자인이 유니크하다.
1643931576.0,533,기내용 캐리어 USB충전단자 20인치 폴리카보네이트 TSA락 여행가방,533.png,가방,['캐리어'],[],['프레피'],남성,['솔리드'],['봄'],[],['파인민트'],"['폴리', '폴리카보네이트']",[],21000,
1627269171.0,534, 캐리어 확장형 TSA락 기내용 28인치 여행가방 벨루스,534.png,가방,['캐리어'],[],['데일리'],여성,['솔리드'],['여름'],[],['네이비'],"['폴리', '폴리카보네이트']",[],60000,도시적인 컬러의 벨루스 어반 네이비라인으로 트롤리 핸들과 우레탄 더블휠을 사용하여 제작되었습니다.
1627269171.0,535,루앙 에어휠 캐리어 28형(확장형),535.png,가방,['캐리어'],[],['미니미니'],여성,['솔리드'],['초겨울'],[],['민트'],"['폴리', '폴리카보네이트']",[],48000,"넉넉한 수납공간과 리프커팅 가공, 200회 이상의 낙하테스트를 거쳐 제작된 캐리어입니다."
