고객아이디,품번,구매평,구매일시,좋아요,장바구니
311,1,4,1636643202.0,1,1
85,234,4,1634675015.0,1,1
334,1411,1,1643229434.0,1,0
94,170,5,1643405362.0,0,0
192,340,4,1633046535.0,0,1
56,433,4,1644356970.0,0,0
313,515,5,1642693803.0,1,1
72,127,5,1631717702.0,1,0
401,486,4,1642713184.0,0,0
255,259,3,1634895759.0,1,1
94,650,5,1637550612.0,1,1
396,291,4,1636326289.0,1,1
166,300,5,1638077723.0,1,1
398,69,5,1627339191.0,1,0
24,286,5,1627003773.0,1,0
335,260,3,1643247159.0,0,1
234,1050,3,1644013616.0,1,1
321,213,4,1631120109.0,1,1
385,767,1,1631127361.0,1,1
372,1083,3,1628549878.0,1,0
75,1001,1,1635730531.0,0,0
275,222,4,1627878296.0,1,0
72,177,4,1631717204.0,1,1
271,356,4,1637529300.0,1,0
188,717,4,1626754329.0,0,0
228,87,1,1641068662.0,0,1
217,840,1,1640750087.0,0,1
125,1000,3,1644518977.0,1,0
94,458,4,1643402306.0,0,1
326,141,3,1631556235.0,1,1
62,508,4,1631052277.0,1,0
373,204,5,1628778222.0,0,0
368,288,3,1641463453.0,1,0
313,67,1,1642709117.0,1,0
181,25,5,1630642675.0,1,1
357,118,5,1630631691.0,1,1
124,96,4,1642079864.0,0,0
276,203,4,1629614910.0,0,1
222,746,5,1629863137.0,1,1
36,269,3,1633837258.0,1,0
338,945,4,1631118762.0,0,0
323,300,2,1630418827.0,0,1
283,210,5,1630978206.0,1,0
8,56,5,1631042183.0,1,0
305,530,5,1638003237.0,0,1
140,258,3,1630693617.0,1,0
11,663,4,1643585032.0,0,1
255,833,4,1634896902.0,1,1
63,678,2,1627427047.0,0,1
194,44,4,1631204007.0,0,0
389,656,5,1631671175.0,0,0
91,322,4,1643118397.0,0,1
275,102,3,1626834718.0,0,0
352,173,1,1635970361.0,0,1
371,179,3,1629167364.0,0,0
330,72,5,1628227087.0,1,0
198,692,2,1635888377.0,1,1
365,7,2,1642984213.0,0,0
1,264,2,1626751713.0,1,0
64,1141,5,1641419834.0,0,1
87,63,4,1631556848.0,1,0
64,17,3,1641419733.0,1,0
179,303,1,1643831270.0,0,0
130,496,5,1626896593.0,1,0
269,276,5,1643126193.0,1,1
174,21,1,1638195209.0,1,0
303,118,2,1631165623.0,0,1
237,423,4,1631056487.0,0,1
249,108,3,1631320452.0,1,0
385,1353,4,1631120098.0,1,1
357,326,5,1630631101.0,1,1
299,482,4,1629561508.0,1,0
279,214,3,1626986910.0,1,1
217,281,2,1640749842.0,0,1
181,748,1,1630641368.0,0,0
319,302,4,1627960242.0,0,1
181,1009,1,1630643276.0,1,1
313,527,4,1642693525.0,0,1
248,11,5,1636214992.0,0,0
109,820,3,1632252382.0,1,0
269,525,4,1643129055.0,0,0
382,290,4,1627626830.0,1,1
378,1028,2,1631724726.0,1,0
210,185,4,1639416232.0,0,1
128,723,3,1631647966.0,1,0
363,472,1,1643178469.0,1,1
393,1048,3,1639425120.0,0,0
76,960,3,1626708143.0,1,1
102,510,4,1640481316.0,1,0
304,893,3,1636647520.0,0,1
360,194,3,1632035803.0,1,0
201,240,3,1635794069.0,0,0
254,951,4,1638154619.0,1,1
339,240,4,1642716641.0,1,1
234,73,2,1644014368.0,0,1
82,225,3,1630448790.0,1,1
383,464,4,1642872986.0,0,0
279,319,4,1642460735.0,0,0
89,845,2,1631121335.0,0,1
14,9,4,1630799260.0,1,0
286,1230,1,1629215157.0,0,0
181,260,1,1630641623.0,0,0
209,301,3,1635140492.0,0,1
330,47,5,1628226409.0,0,1
264,762,3,1637802771.0,0,0
267,578,3,1630653153.0,0,1
92,96,4,1627336025.0,0,1
303,574,1,1631224184.0,1,0
87,566,5,1631555775.0,1,0
393,88,3,1641410066.0,0,1
194,1058,2,1631232923.0,1,0
167,126,3,1644418141.0,0,1
90,1125,4,1643064611.0,1,0
69,150,5,1633752920.0,1,0
356,328,4,1643086241.0,0,1
92,393,3,1627340494.0,0,1
146,688,1,1643137749.0,1,1
363,1485,4,1643176102.0,0,1
269,1071,2,1643129801.0,1,1
119,199,5,1626461994.0,1,0
18,169,5,1631810252.0,1,0
171,1022,3,1642714889.0,1,0
325,340,3,1643157473.0,1,1
76,288,2,1629781114.0,1,0
114,520,3,1632940473.0,0,0
387,566,3,1638163194.0,1,1
291,1215,1,1626514184.0,0,1
396,148,4,1636326436.0,1,0
148,116,5,1629078648.0,0,1
11,597,2,1643584037.0,1,1
373,58,4,1628780161.0,1,0
369,988,3,1641108228.0,1,1
292,56,5,1632785373.0,1,0
128,280,1,1631648579.0,1,1
197,750,5,1643089199.0,0,1
216,15,3,1633108365.0,1,0
144,591,3,1639784122.0,0,0
374,824,4,1632074331.0,0,1
294,411,3,1640922589.0,1,1
389,1530,2,1631768753.0,0,0
301,161,3,1633756558.0,1,1
141,476,3,1636265498.0,1,1
299,222,2,1629558148.0,0,0
170,881,3,1637870419.0,0,1
85,327,3,1636500110.0,0,0
41,518,3,1642367412.0,1,1
393,683,4,1639422110.0,1,0
351,538,4,1631161495.0,1,1
308,177,5,1639418570.0,0,1
144,471,4,1639784213.0,0,0
332,928,5,1639618706.0,0,1
101,109,2,1628816360.0,1,1
60,492,5,1635006525.0,0,0
244,1039,4,1632287570.0,0,0
251,12,4,1637951700.0,1,0
125,692,3,1644516523.0,1,0
11,733,4,1643584413.0,0,1
7,166,3,1643031585.0,0,0
328,1041,3,1636728762.0,0,0
234,265,3,1643758837.0,1,1
181,1049,1,1630643122.0,0,0
44,5,4,1630027598.0,0,1
94,684,4,1643401615.0,0,0
363,62,2,1643177639.0,0,1
256,846,4,1633831167.0,0,0
205,269,3,1639964347.0,0,0
385,304,3,1631118949.0,1,0
328,696,3,1636729376.0,0,0
73,89,5,1640305685.0,1,0
354,180,3,1642897274.0,0,1
393,252,3,1639424766.0,1,1
393,763,5,1639425086.0,0,0
94,1089,2,1643404829.0,0,1
159,220,5,1632237782.0,1,1
339,65,4,1642713452.0,1,0
130,729,4,1627932042.0,0,1
274,742,4,1630625322.0,0,1
301,154,4,1633756425.0,1,1
293,151,4,1640584927.0,1,1
128,494,4,1631647016.0,0,0
102,597,3,1640481673.0,1,0
339,25,4,1642715116.0,0,1
90,471,4,1643065752.0,0,1
105,333,3,1640894268.0,0,1
185,28,5,1635204428.0,0,1
339,181,4,1642713898.0,1,0
222,288,4,1635495252.0,1,1
198,175,3,1635887239.0,1,0
63,300,4,1627428326.0,0,1
154,640,5,1630818713.0,1,0
256,370,3,1633833321.0,0,0
14,475,3,1628644936.0,0,1
90,1109,3,1643065652.0,1,0
21,834,1,1626631293.0,0,0
393,890,1,1639422991.0,0,0
38,118,5,1644111151.0,0,1
378,1037,2,1632014476.0,1,0
25,8,4,1637532150.0,1,0
178,739,4,1634507737.0,1,0
6,483,5,1635281500.0,0,0
276,168,5,1626471623.0,1,1
393,651,4,1641408238.0,1,1
1,219,1,1630222327.0,0,0
62,318,5,1631053659.0,0,0
224,1163,2,1639784154.0,0,0
85,340,3,1644789920.0,1,1
292,423,5,1632785625.0,1,1
304,310,3,1636646697.0,0,0
327,410,2,1639499462.0,0,1
373,506,4,1628779211.0,1,1
399,219,3,1634025454.0,0,1
261,988,3,1642135190.0,1,0
18,170,5,1631810515.0,1,1
158,403,4,1631814650.0,1,0
244,196,5,1632285416.0,1,1
72,121,3,1631716048.0,1,1
303,792,5,1631164644.0,1,1
37,22,5,1632595810.0,1,0
398,481,3,1627339441.0,1,0
327,200,4,1639427338.0,0,0
25,969,3,1637532059.0,1,1
222,9,5,1629243227.0,0,0
28,678,2,1634506550.0,1,0
387,144,3,1638159649.0,1,1
69,100,5,1633752892.0,0,0
342,1160,3,1626664751.0,0,0
141,1013,1,1636265470.0,0,0
268,474,5,1626989718.0,1,0
308,693,3,1639418104.0,0,1
293,92,4,1640586071.0,0,1
82,657,4,1630449261.0,1,0
82,458,1,1636394145.0,1,0
142,288,3,1640319837.0,1,0
264,844,1,1637804097.0,0,0
117,98,4,1632692430.0,0,1
233,276,5,1629345324.0,1,0
159,471,4,1632165861.0,1,0
227,1010,3,1630715637.0,0,1
244,1074,4,1632287904.0,1,0
234,77,3,1644013890.0,1,1
25,169,5,1637532301.0,1,0
296,56,5,1635877287.0,0,1
107,269,5,1642944267.0,1,0
13,501,5,1634078724.0,0,1
95,683,4,1630873353.0,0,0
216,108,4,1631912917.0,1,0
279,1032,3,1632346757.0,0,0
15,307,1,1631135233.0,0,1
380,1168,3,1637159833.0,0,1
181,825,1,1630643304.0,1,1
115,443,4,1632851622.0,1,0
363,569,2,1643178259.0,0,0
354,285,5,1642896526.0,1,0
95,366,4,1632252628.0,1,1
1,232,3,1630223196.0,0,0
145,406,3,1626950692.0,1,1
347,82,5,1633334269.0,1,1
312,275,5,1643378553.0,0,0
373,729,4,1628779263.0,1,0
245,473,2,1640193344.0,0,1
61,331,2,1642886126.0,1,0
397,1019,3,1637029715.0,0,0
7,185,5,1643815346.0,1,0
116,347,2,1637989481.0,0,0
122,470,3,1630950901.0,0,1
361,97,4,1631120740.0,1,0
379,402,3,1632204943.0,0,1
244,181,4,1632284302.0,1,1
318,162,5,1636176123.0,0,1
290,474,3,1632154204.0,1,0
200,560,4,1635810655.0,1,0
45,237,4,1632688636.0,0,0
225,418,5,1631220650.0,1,1
60,613,4,1635006497.0,0,0
55,685,1,1629856134.0,1,0
271,141,4,1637529114.0,0,0
387,564,1,1638161800.0,1,1
259,200,4,1626405081.0,1,0
119,1202,4,1626455680.0,1,0
279,1052,4,1642131408.0,0,0
312,8,5,1643379263.0,0,1
92,663,4,1627333914.0,0,0
158,803,3,1631814848.0,1,0
92,102,2,1627493376.0,1,0
327,517,2,1639498991.0,1,0
128,14,5,1631647341.0,1,0
67,7,5,1627059794.0,0,0
16,603,5,1629399206.0,0,1
87,97,5,1631557825.0,0,0
389,550,3,1631768923.0,0,1
393,62,4,1641408895.0,1,0
58,64,5,1635985295.0,0,1
308,160,4,1639418717.0,0,1
255,406,1,1634896358.0,0,1
121,249,1,1643068708.0,0,0
200,391,4,1635810484.0,1,1
13,219,1,1634076955.0,1,0
214,307,3,1643222735.0,1,0
399,591,3,1634020599.0,0,0
271,744,4,1637527693.0,0,1
266,124,4,1643938004.0,1,0
354,702,3,1642987114.0,1,0
336,276,4,1629440310.0,0,0
316,283,5,1632533599.0,0,0
87,521,3,1631557772.0,1,1
15,458,5,1631136288.0,1,0
246,470,4,1636602964.0,1,0
92,278,3,1627855640.0,1,0
379,443,4,1632204640.0,1,0
301,710,3,1633758008.0,0,0
229,748,3,1643312402.0,1,1
43,951,3,1635635969.0,0,1
351,1105,4,1635036833.0,1,1
203,24,4,1632114359.0,0,0
145,327,5,1626949822.0,0,1
268,735,3,1628198557.0,1,0
6,526,3,1635282596.0,1,0
294,105,3,1640922660.0,1,0
282,338,3,1631629468.0,0,0
379,192,4,1632204972.0,0,0
14,202,3,1642561521.0,0,0
94,624,2,1643403459.0,1,0
24,258,4,1626925985.0,0,0
391,188,3,1629079658.0,0,0
251,172,5,1637951641.0,0,0
267,475,5,1630650368.0,1,1
46,151,4,1635296218.0,0,1
292,285,4,1632783896.0,0,1
276,209,4,1626471667.0,0,1
222,142,2,1629863984.0,1,1
27,121,4,1643223191.0,0,1
402,257,4,1627946701.0,0,1
301,756,4,1633754932.0,1,0
167,1310,3,1644418384.0,0,0
7,562,5,1643034053.0,1,0
370,657,3,1631114636.0,1,0
320,159,4,1636431190.0,1,1
206,294,2,1639859694.0,1,1
326,67,2,1631557284.0,0,1
373,210,5,1628778177.0,1,0
201,57,4,1635791958.0,0,0
387,844,5,1638160484.0,1,1
59,490,4,1639885614.0,0,1
249,479,5,1631321035.0,0,1
314,1085,1,1629572017.0,0,1
280,1313,5,1643380184.0,1,1
354,1101,3,1642898003.0,1,0
12,28,5,1631638969.0,0,1
378,222,3,1634392421.0,1,1
60,180,4,1635006028.0,0,0
267,943,4,1630652903.0,0,0
354,61,5,1642898091.0,1,1
72,480,5,1631717768.0,1,0
256,77,3,1633844955.0,0,0
378,233,2,1632013540.0,1,0
7,191,5,1643031201.0,1,1
244,886,5,1632281905.0,0,0
303,300,1,1631146166.0,0,1
57,151,3,1635377585.0,0,1
334,216,3,1643226348.0,1,0
293,443,4,1640586781.0,1,1
388,816,4,1638121248.0,0,0
42,409,3,1632786270.0,0,1
18,393,3,1631810930.0,1,1
216,93,4,1631912637.0,0,0
250,948,3,1629769182.0,1,0
181,878,1,1630641709.0,0,0
210,257,5,1639410789.0,1,0
269,475,5,1643137067.0,0,1
399,284,2,1634192342.0,1,1
167,73,2,1644418452.0,0,1
336,49,4,1629438001.0,0,0
378,465,3,1633262268.0,0,1
263,215,4,1642978273.0,0,1
332,204,4,1639778088.0,0,0
271,411,1,1637528062.0,0,1
366,185,5,1640537750.0,1,0
268,169,5,1626989829.0,1,1
223,22,5,1643230649.0,1,1
156,180,5,1639865777.0,0,1
239,8,5,1640859290.0,1,1
7,683,4,1643030703.0,1,1
63,952,3,1627427896.0,1,1
345,443,5,1636673464.0,0,1
2,257,4,1640231062.0,0,1
164,619,4,1641082160.0,0,1
72,100,5,1631715680.0,0,1
301,273,1,1633754800.0,1,1
267,204,4,1630651629.0,0,0
276,315,4,1644116298.0,1,0
314,763,5,1629566706.0,1,0
56,195,5,1644356429.0,0,1
177,336,2,1631810500.0,1,1
311,183,5,1636045519.0,0,0
267,479,4,1630651405.0,0,0
117,143,1,1632692472.0,0,0
46,181,4,1635296254.0,0,0
43,705,4,1635634970.0,1,0
64,367,4,1641419678.0,1,1
399,1314,3,1634029198.0,0,1
354,276,3,1642896760.0,0,0
164,181,5,1641081906.0,0,1
296,274,4,1635876741.0,0,1
44,717,3,1630026470.0,1,0
301,849,4,1633758883.0,1,1
95,90,2,1632252166.0,1,0
1,236,4,1626751898.0,1,1
197,127,5,1643089839.0,1,0
232,234,3,1640229595.0,1,1
336,399,3,1629437063.0,1,0
305,190,3,1638002966.0,1,1
62,213,4,1631055323.0,1,0
389,507,5,1631671196.0,1,1
387,501,4,1638163620.0,1,0
81,412,1,1628214408.0,1,0
207,8,3,1629783820.0,1,1
338,663,5,1631118627.0,1,0
222,665,1,1629864719.0,1,0
299,916,3,1643929868.0,1,0
24,318,5,1627003474.0,0,1
7,399,4,1643034357.0,0,0
92,712,3,1627336392.0,0,0
29,98,4,1634501942.0,0,1
303,1222,3,1631148513.0,1,1
380,229,3,1637161179.0,1,1
264,745,5,1637803656.0,0,0
335,269,4,1643246808.0,0,1
244,475,4,1632283582.0,1,0
348,276,3,1638203456.0,0,0
217,363,1,1640750011.0,0,1
7,139,3,1643034729.0,0,0
343,306,4,1628082516.0,1,0
384,272,5,1642953509.0,0,1
378,396,4,1632012879.0,0,0
137,249,4,1633113387.0,1,1
92,46,4,1627333867.0,0,0
116,322,2,1628132186.0,0,1
101,24,4,1628816391.0,0,1
321,736,4,1631119537.0,0,0
77,52,5,1636433203.0,1,0
262,318,5,1631473022.0,1,1
312,615,4,1643378893.0,0,1
393,275,4,1639424053.0,1,1
268,246,5,1627422316.0,0,0
363,1099,2,1643175402.0,1,0
200,2,4,1635810046.0,0,1
62,845,3,1631052383.0,0,0
234,300,3,1642713627.0,0,0
393,1095,2,1639425174.0,0,0
77,144,3,1636432853.0,0,0
277,628,4,1631223697.0,0,1
240,289,4,1637455745.0,0,1
48,170,4,1631114886.0,1,1
197,578,3,1643090039.0,1,1
338,133,4,1631118143.0,1,0
113,277,3,1626756416.0,1,0
347,12,3,1633333584.0,1,0
315,180,4,1631479526.0,0,0
393,142,4,1641410460.0,0,0
379,1032,2,1632248109.0,0,0
136,42,3,1634528866.0,1,0
33,333,4,1643644259.0,0,1
82,479,4,1630449703.0,0,0
187,275,5,1631145937.0,0,0
111,896,2,1643360243.0,1,0
387,1012,4,1638161073.0,0,0
327,514,4,1639427338.0,0,0
373,487,4,1628778177.0,1,1
295,241,5,1631198800.0,1,1
379,401,3,1632642187.0,0,0
94,410,4,1643401494.0,1,0
378,1220,3,1631735779.0,1,1
343,458,5,1628082894.0,0,0
346,76,4,1626630135.0,1,0
10,160,4,1629568944.0,0,0
375,684,4,1638302066.0,0,1
158,244,4,1631812772.0,1,0
235,190,4,1641336007.0,0,0
21,859,2,1626631859.0,0,1
389,38,2,1631769076.0,0,1
345,333,3,1636580543.0,0,0
26,292,3,1643027400.0,0,0
213,200,5,1630636100.0,1,1
5,417,3,1627316830.0,0,0
58,950,1,1643922020.0,1,0
399,8,3,1634190165.0,1,0
395,151,3,1635445297.0,0,0
293,977,2,1640588088.0,1,0
188,732,3,1626753828.0,0,0
222,268,4,1629242748.0,0,0
3,330,2,1640917297.0,1,1
25,13,4,1637532381.0,1,0
308,309,1,1639416408.0,1,0
214,22,3,1643224200.0,1,0
42,79,5,1632788040.0,1,0
262,432,3,1631474267.0,0,1
255,405,4,1634896902.0,0,1
254,573,2,1638155476.0,1,0
94,96,3,1637552942.0,0,1
42,428,3,1632788040.0,1,1
299,1119,4,1641182727.0,0,1
109,68,3,1632262469.0,1,0
301,423,1,1633756239.0,1,1
57,1011,3,1635377761.0,1,1
263,177,4,1642977988.0,1,1
228,204,3,1641068662.0,0,0
342,204,4,1626664261.0,1,0
290,450,2,1632153557.0,0,0
311,485,1,1636044538.0,0,0
47,302,5,1631119040.0,1,0
378,284,3,1631724835.0,0,1
301,164,3,1633756966.0,0,1
72,581,4,1631716996.0,0,0
213,475,4,1630550648.0,1,1
192,1405,5,1633047456.0,0,1
339,23,5,1642713481.0,1,1
144,32,4,1639785287.0,0,0
42,234,4,1632788093.0,0,1
255,413,2,1634896358.0,1,0
224,662,5,1639783671.0,1,1
332,717,3,1639618760.0,1,0
315,732,3,1631501158.0,1,0
236,66,2,1641798507.0,0,1
301,1091,3,1633759353.0,0,1
374,159,4,1632617920.0,1,1
125,383,2,1644519412.0,1,1
21,665,3,1626631858.0,1,0
262,491,3,1631473188.0,0,1
328,332,3,1636724782.0,1,1
379,90,2,1632420215.0,1,0
7,227,3,1643812317.0,0,0
339,126,4,1642712121.0,0,1
197,286,1,1643089255.0,1,0
334,514,4,1643225926.0,1,1
379,164,4,1632204582.0,0,0
109,196,4,1632258358.0,1,1
320,742,4,1636428800.0,0,1
348,473,3,1638203560.0,0,0
152,51,4,1634156486.0,1,1
328,228,3,1636726976.0,1,0
6,459,2,1635279228.0,1,0
18,509,4,1631809940.0,1,1
374,761,3,1632618370.0,1,0
312,170,5,1643378553.0,0,0
308,161,3,1639420788.0,1,0
2,316,5,1640659693.0,1,0
4,294,5,1643684409.0,0,1
60,495,3,1635007639.0,1,1
368,96,3,1641463678.0,1,1
212,286,4,1630983468.0,1,0
48,427,4,1631114653.0,1,1
90,614,4,1643064020.0,1,1
271,311,3,1637524547.0,0,1
92,720,3,1627493022.0,0,0
269,183,3,1643128823.0,0,1
254,186,3,1638152023.0,0,1
92,109,3,1638123351.0,1,0
29,259,4,1634501044.0,0,1
279,384,4,1626992946.0,1,0
365,13,3,1642983950.0,0,1
308,199,4,1639417760.0,0,0
95,674,2,1632252104.0,0,1
25,197,3,1637532059.0,0,0
269,171,5,1643127169.0,1,1
269,527,5,1643127841.0,1,1
254,98,4,1638152201.0,1,0
253,95,4,1643308416.0,0,0
320,1081,4,1636428997.0,0,1
13,716,4,1633821393.0,1,1
102,167,2,1644673927.0,1,0
110,28,4,1638667979.0,0,0
399,1228,3,1634025500.0,0,0
64,71,3,1631045670.0,1,1
91,64,4,1643119243.0,1,0
122,423,4,1630950805.0,0,1
163,97,4,1642900019.0,1,1
301,88,4,1633757142.0,1,1
184,22,3,1641588985.0,0,1
1,252,2,1626920677.0,1,0
361,111,3,1631120974.0,1,0
293,64,5,1640585519.0,0,1
280,1015,3,1643381631.0,0,1
378,451,4,1631735597.0,1,1
393,1469,3,1641409749.0,1,0
331,305,5,1628876819.0,0,1
268,325,3,1628193675.0,0,1
206,260,3,1639859772.0,1,0
301,180,3,1633756782.0,1,0
63,412,3,1627428109.0,0,1
49,657,5,1639748032.0,0,1
18,629,3,1631810515.0,1,1
151,660,4,1631204199.0,0,1
109,183,5,1632252528.0,1,1
77,778,2,1636433203.0,0,0
320,90,4,1636431034.0,0,0
96,525,2,1636082860.0,1,1
160,123,4,1628448949.0,0,1
21,717,1,1626631483.0,1,1
354,70,3,1642898208.0,1,0
313,423,4,1642693939.0,1,1
197,258,4,1643089255.0,1,0
271,739,4,1637529706.0,0,1
227,150,3,1630715347.0,1,1
126,243,5,1639535342.0,1,1
250,477,3,1629769716.0,0,0
101,756,3,1628816424.0,1,0
15,476,4,1631136404.0,0,0
334,7,5,1643224788.0,0,1
6,238,5,1635281713.0,0,1
174,1032,3,1638195591.0,0,1
378,972,4,1631736491.0,0,1
256,9,4,1633830644.0,1,0
387,381,4,1638162969.0,1,1
7,589,5,1643032451.0,0,0
254,103,2,1638156123.0,1,1
63,979,3,1627428068.0,0,0
37,597,5,1632595607.0,0,1
95,142,4,1632252249.0,1,0
393,12,5,1639425883.0,0,0
63,106,2,1627428139.0,1,0
201,156,4,1635791830.0,0,0
146,302,4,1643137538.0,1,1
92,201,3,1627334159.0,1,0
13,317,5,1633820552.0,1,1
370,705,3,1631114666.0,1,0
314,64,5,1629568346.0,1,0
85,425,4,1631134905.0,1,1
160,926,2,1628449148.0,1,0
381,652,5,1644376252.0,1,0
199,276,4,1635462879.0,1,0
279,80,4,1626993750.0,0,1
144,1284,3,1639784446.0,1,1
381,724,3,1644376616.0,1,1
180,694,5,1628808388.0,0,1
299,115,3,1629560474.0,0,0
373,28,3,1628783935.0,0,1
40,243,2,1640721694.0,1,1
6,81,4,1635282283.0,1,1
7,501,5,1643033411.0,0,1
399,459,4,1634020807.0,1,1
95,185,3,1630877886.0,1,1
393,953,4,1641235334.0,1,1
378,1134,4,1631724278.0,0,0
156,346,3,1639865561.0,0,1
295,53,1,1631199528.0,0,0
328,736,3,1636727737.0,0,1
21,985,2,1626631349.0,1,0
366,860,2,1640538078.0,0,0
149,689,2,1635192950.0,0,1
213,628,5,1630550648.0,0,1
353,286,5,1643082757.0,0,1
373,386,3,1628787403.0,0,0
144,216,4,1639785691.0,0,1
215,70,3,1643116232.0,1,1
61,243,2,1644011237.0,0,0
181,1387,1,1630642119.0,0,1
363,959,1,1643177523.0,1,1
331,811,4,1628876384.0,0,1
62,176,5,1631053768.0,1,1
378,302,5,1641344996.0,0,0
95,699,2,1634484187.0,1,0
396,751,3,1636325648.0,0,0
234,76,2,1644015564.0,1,0
87,515,4,1631556194.0,1,0
128,136,5,1631647080.0,0,1
385,673,2,1631125779.0,0,1
327,382,3,1639499316.0,0,0
308,747,3,1639420033.0,0,0
279,1239,1,1636662882.0,0,0
320,869,4,1636431068.0,0,0
403,111,4,1631465974.0,0,1
405,56,4,1637224911.0,0,1
307,511,5,1630962952.0,1,0
354,155,2,1642987206.0,1,0
101,284,4,1628816564.0,1,0
141,117,4,1636264929.0,0,0
389,785,3,1632293841.0,0,0
194,588,4,1631204393.0,0,0
280,1459,4,1643381747.0,1,1
379,391,4,1632205698.0,0,1
303,1226,4,1631224713.0,0,0
198,654,5,1635887733.0,1,1
201,563,1,1635794813.0,1,1
70,542,2,1635745248.0,0,0
342,1048,1,1626998536.0,0,1
389,496,4,1631671218.0,1,1
147,690,4,1637273965.0,1,0
239,558,5,1640858986.0,1,1
342,4,4,1626664395.0,0,0
380,709,4,1637158603.0,1,1
331,933,3,1628876235.0,1,1
184,91,3,1641589988.0,1,1
62,815,3,1631055391.0,0,1
88,690,4,1642717708.0,0,1
362,336,2,1636699468.0,1,0
251,249,5,1637952118.0,0,1
325,492,4,1643158557.0,1,0
315,269,5,1631479301.0,0,0
303,1021,4,1631164643.0,0,0
343,919,5,1628083348.0,0,1
22,648,4,1630566647.0,1,1
310,251,5,1631116035.0,1,1
213,281,4,1630551038.0,1,1
327,239,3,1639499316.0,1,0
222,869,3,1629862337.0,0,0
269,5,2,1643130780.0,1,0
214,238,4,1643224472.0,0,0
303,55,4,1631147328.0,0,1
13,617,3,1633195112.0,1,0
385,1536,5,1631121339.0,1,0
168,1047,2,1635968080.0,1,0
20,597,3,1631348190.0,1,1
297,269,4,1627454037.0,0,1
393,456,3,1639425501.0,1,0
46,1024,5,1635294766.0,0,0
367,665,5,1628369738.0,0,0
328,546,3,1636728861.0,1,1
308,498,5,1639416584.0,0,0
116,260,2,1639285412.0,0,0
144,93,1,1639784032.0,0,1
363,347,3,1643173723.0,1,0
7,207,4,1643032526.0,0,0
221,118,1,1626924940.0,0,0
264,210,5,1637803415.0,0,1
267,88,4,1630652873.0,1,0
329,272,5,1643335191.0,0,0
85,1137,4,1631132609.0,1,1
326,443,5,1631557349.0,1,0
222,202,4,1629861906.0,0,0
367,436,4,1628369962.0,1,0
224,620,3,1639784085.0,0,0
378,304,4,1631723929.0,0,1
334,227,1,1643227083.0,0,1
345,1048,2,1636671436.0,1,0
381,694,4,1644376929.0,0,0
332,342,4,1644164976.0,1,0
399,73,3,1634023731.0,0,0
396,260,3,1636325754.0,0,1
256,226,5,1633844644.0,1,0
216,433,3,1631913957.0,0,1
357,819,4,1630631653.0,1,0
117,772,4,1632692728.0,0,1
345,93,4,1636671191.0,1,0
18,953,3,1631811901.0,0,1
141,328,4,1638127679.0,1,1
158,731,2,1631815118.0,0,0
328,1263,3,1636728730.0,1,1
344,12,5,1636581024.0,0,1
169,604,4,1643039317.0,1,1
389,792,4,1631768115.0,1,0
77,89,5,1636413839.0,1,0
10,176,4,1629569130.0,1,1
303,844,3,1631148179.0,1,0
313,228,3,1642696986.0,0,0
224,655,4,1639783646.0,0,1
218,789,3,1632968574.0,0,1
244,117,2,1632284698.0,0,0
13,546,3,1634077741.0,1,1
365,275,4,1642984019.0,1,0
214,12,5,1644348153.0,1,0
299,752,3,1638816060.0,0,0
230,186,4,1632164937.0,0,1
100,342,3,1643055454.0,1,1
354,382,5,1642897897.0,1,0
326,445,4,1631557413.0,1,0
315,48,4,1631479457.0,0,0
155,324,2,1631050963.0,0,0
259,98,4,1626489091.0,1,0
244,217,5,1632286698.0,0,1
119,105,2,1626455849.0,1,0
175,483,5,1628787339.0,1,0
373,117,4,1628778599.0,1,0
274,277,4,1630625818.0,1,1
312,180,4,1643378174.0,0,0
401,117,3,1642712563.0,1,0
394,568,5,1632568167.0,1,1
95,622,4,1632251678.0,1,0
345,1016,3,1636674619.0,1,0
405,592,1,1637228670.0,1,1
291,715,5,1626548327.0,1,0
144,191,4,1639785081.0,0,1
234,499,4,1644014141.0,0,1
352,181,4,1635969693.0,0,1
330,80,2,1628227737.0,1,0
393,1047,3,1639425293.0,0,1
16,693,4,1629401905.0,1,1
368,567,3,1641463617.0,0,0
311,43,4,1636046227.0,1,0
48,195,5,1631114954.0,0,1
244,723,3,1632287154.0,0,1
44,474,4,1630027532.0,1,1
145,685,4,1626951229.0,0,0
314,288,5,1629565887.0,0,1
268,382,3,1626989282.0,0,0
308,1211,3,1639419669.0,1,1
305,134,5,1638002560.0,1,0
387,578,2,1638163252.0,0,0
344,433,4,1636581517.0,0,1
321,497,5,1631119860.0,0,1
97,429,4,1635918860.0,1,0
290,685,3,1632412365.0,1,0
64,663,3,1641417505.0,0,0
299,285,5,1629557847.0,0,1
39,900,3,1643080159.0,1,1
130,322,4,1626633525.0,0,0
397,108,4,1637030045.0,0,1
346,685,3,1626630383.0,1,0
15,471,4,1631136084.0,0,0
70,89,4,1635830202.0,1,0
64,156,4,1641417506.0,1,1
102,50,4,1640481315.0,0,1
342,584,4,1626664430.0,1,0
269,642,3,1643129464.0,1,1
234,168,3,1643759434.0,1,1
131,302,5,1635361723.0,0,1
344,9,5,1636494480.0,0,0
152,1014,2,1631829224.0,1,1
